Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
married,39,1,Management (evening attendance),evening,1,170.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Intermediate Level Technicians,151.1,0,0,0,1,male,no,48,0,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate
single,17,3,Informatics Engineering,daytime,1,120.0,1,1,Basic Education 3rd Cycle (9th–11th Year),9,Intermediate Level Technicians,116.9,1,0,1,0,male,no,18,0,0,5,10,3,12.0,0,0,5,8,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled
single,39,1,Nursing,daytime,19,133.1,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Machine Operators and Assemblers,106.0,1,0,0,1,male,no,24,0,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,Graduate
married,1,1,Veterinary Nursing,daytime,1,139.0,1,19,Basic Education 3rd Cycle (9th–11th Year),192,Other Admin Support Staff,127.1,0,0,0,1,male,yes,23,0,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,Graduate
single,39,1,Management (evening attendance),evening,19,133.1,1,19,Basic Education 1st Cycle (4th–5th Year),7,"Services, Security, Sellers",155.5,1,0,1,0,male,no,39,0,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,Dropout
single,18,1,Agronomy,daytime,1,133.1,1,1,Basic Education 2nd Cycle (6th–8th Year),9,Farmers and Agricultural Workers,101.0,0,0,0,1,male,no,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate
single,42,1,Informatics Engineering,daytime,6,120.0,1,35,Can't Read or Write,6,Farmers and Agricultural Workers,128.2,1,0,0,1,male,no,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Dropout
married,39,1,Management (evening attendance),evening,1,100.0,1,19,Basic Education 3rd Cycle (9th–11th Year),4,Administrative Staff,113.0,0,0,0,1,male,yes,41,0,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled
single,1,1,Journalism and Communication,daytime,1,134.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,"Services, Security, Sellers",122.8,0,0,0,1,male,no,18,0,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate
married,39,1,Management (evening attendance),evening,1,130.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Intermediate Level Technicians,145.6,0,0,0,1,male,no,34,0,0,5,10,4,11.75,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled
single,1,1,Management,daytime,1,128.0,1,1,Secondary Education - 12th Year or Eq.,2,Armed Forces Professions,116.5,0,0,0,1,male,no,19,0,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,Dropout
single,1,1,Nursing,daytime,1,154.0,1,19,Basic Education 3rd Cycle (9th–11th Year),3,Intermediate Level Technicians,142.0,0,0,0,1,male,no,19,0,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,Graduate
single,7,1,Agronomy,daytime,4,150.0,1,1,Secondary Education - 12th Year or Eq.,4,Farmers and Agricultural Workers,150.0,0,0,0,1,male,no,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate
single,17,1,Communication Design,daytime,1,134.0,1,1,Secondary Education - 12th Year or Eq.,5,Student,133.3,1,0,0,1,male,no,18,0,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout
single,1,1,Social Service,daytime,1,127.0,1,2,Bachelor's Degree,3,Administrative Staff,115.8,1,0,0,1,male,no,19,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout
single,17,2,Veterinary Nursing,daytime,1,133.1,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Legislative/Executive Directors and Managers,100.0,1,0,1,0,male,no,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout
single,17,1,Nursing,daytime,1,130.0,1,1,Higher Education - Degree,9,Intellectual and Scientific Specialists,128.6,1,0,0,1,female,no,18,0,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,Graduate
single,1,1,Equinculture,daytime,1,135.0,1,3,Higher Education - Degree,2,Intellectual and Scientific Specialists,137.1,1,0,0,1,female,no,18,0,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate
single,1,1,Journalism and Communication,daytime,1,143.0,1,1,Higher Education - Degree,3,Intermediate Level Technicians,149.0,1,0,0,1,female,no,18,0,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout
single,44,2,Social Service,daytime,39,150.0,1,3,Basic Education 3rd Cycle (9th–11th Year),4,Unskilled Workers,147.0,1,0,0,1,female,no,19,0,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate
married,7,1,Social Service,daytime,3,150.0,1,37,Basic Education 1st Cycle (4th–5th Year),191,Unskilled Agricultural Workers,150.0,0,0,0,1,female,no,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate
single,39,1,Social Service (evening attendance),evening,1,130.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Machine Operators and Assemblers,103.5,0,0,0,1,female,yes,33,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Graduate
single,1,3,Nursing,daytime,1,113.0,1,3,Secondary Education - 12th Year or Eq.,134,ICT Technicians,107.8,1,0,0,1,female,yes,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled
single,44,1,Veterinary Nursing,daytime,39,130.0,6,19,Secondary Education - 12th Year or Eq.,6,Administrative Staff,130.0,1,0,0,1,female,no,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled
single,17,1,Tourism,daytime,1,115.0,1,1,Basic Education 3rd Cycle (9th–11th Year),3,Intermediate Level Technicians,109.4,1,0,0,1,female,no,19,0,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate
single,1,3,Communication Design,daytime,1,146.0,1,34,Unknown,0,Student,143.6,1,0,0,1,female,no,18,0,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Dropout
single,17,3,Communication Design,daytime,1,132.0,1,38,Secondary Education - 12th Year or Eq.,5,"Services, Security, Sellers",124.3,0,1,0,1,female,no,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,1,5,Advertising and Marketing Management,daytime,1,116.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,119.5,1,0,0,0,female,no,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,1,1,Animation and Multimedia Design,daytime,1,163.0,1,3,Master's Degree,2,"Services, Security, Sellers",175.6,1,0,0,1,female,no,18,0,0,0,0,0,13.100296840948086,0,0,0,0,0,13.143524991110894,0,11.1,0.6,2.02,Graduate
single,17,2,Management,daytime,1,122.0,1,19,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,116.1,1,0,0,1,female,yes,19,0,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduate
single,17,2,Social Service,daytime,1,136.0,1,1,Higher Education - Degree,3,Administrative Staff,126.6,1,0,0,1,female,no,18,0,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,Dropout
single,17,1,Veterinary Nursing,daytime,1,142.0,1,3,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",130.8,1,0,0,1,female,no,18,0,0,5,9,3,13.666666666666666,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,Graduate
single,17,6,Nursing,daytime,1,139.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Farmers and Agricultural Workers,133.5,1,0,0,1,female,yes,18,0,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,Graduate
single,53,1,Social Service,daytime,42,140.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Armed Forces Professions,136.9,1,0,0,1,female,no,21,0,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,Graduate
single,1,1,Nursing,daytime,1,165.0,1,19,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",142.3,0,0,0,1,female,yes,18,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate
single,17,3,Advertising and Marketing Management,daytime,1,122.0,1,1,Basic Education 2nd Cycle (6th–8th Year),3,Intermediate Level Technicians,114.3,1,0,0,1,female,no,18,0,0,6,8,6,13.875,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
single,1,2,Nursing,daytime,1,135.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Armed Forces Professions,122.9,1,0,0,1,female,no,18,0,0,7,10,7,13.128,0,0,8,13,6,13.193333333333332,0,15.5,2.8,-4.06,Graduate
single,17,1,Nursing,daytime,1,128.0,1,19,Secondary Education - 12th Year or Eq.,4,Intermediate Level Technicians,117.2,1,0,0,1,female,no,20,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduate
single,17,1,Management,daytime,1,139.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,"Services, Security, Sellers",152.0,0,0,0,1,female,yes,18,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,Graduate
single,1,2,Journalism and Communication,daytime,1,125.0,1,19,Secondary Education - 12th Year or Eq.,4,"Services, Security, Sellers",122.2,1,0,0,1,female,no,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,18,2,Management,daytime,1,102.0,1,37,Basic Education 2nd Cycle (6th–8th Year),191,Accounting and Financial Operators,101.7,1,0,0,1,female,yes,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate
single,17,1,Tourism,daytime,1,116.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Machine Operators and Assemblers,119.9,1,0,0,1,female,no,20,0,0,6,6,6,12.333333333333334,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
single,17,1,Management,daytime,1,138.0,1,37,Secondary Education - 12th Year or Eq.,9,Unskilled Workers,123.7,1,0,1,1,female,yes,19,0,0,5,5,4,11.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
single,51,1,Communication Design,daytime,1,135.0,1,3,Secondary Education - 12th Year or Eq.,3,"Services, Security, Sellers",121.8,0,0,0,1,female,yes,19,0,5,11,11,11,13.181818181818182,0,5,11,11,11,12.909090909090908,0,11.1,0.6,2.02,Graduate
single,17,4,Advertising and Marketing Management,daytime,1,110.0,1,19,Basic Education 1st Cycle (4th–5th Year),9,Blank,106.1,1,1,1,0,female,yes,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,17,3,Journalism and Communication,daytime,1,132.0,1,1,Secondary Education - 12th Year or Eq.,4,Unskilled Workers,124.3,1,0,1,1,female,yes,19,0,0,6,6,6,11.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate
single,1,2,Nursing,daytime,1,126.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Skilled Industry and Construction Workers,124.3,1,0,0,1,female,yes,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduate
single,44,1,Management,daytime,39,117.4,1,19,Secondary Education - 12th Year or Eq.,4,Unskilled Workers,117.4,1,0,0,1,female,no,21,0,4,7,10,6,11.333333333333334,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduate
single,43,2,Nursing,daytime,1,120.0,1,41,Higher Education - Degree,2,Intellectual and Scientific Specialists,112.7,0,0,0,1,female,no,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduate
single,17,1,Communication Design,daytime,1,116.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,123.7,0,0,0,1,female,no,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate
single,18,2,Basic Education,daytime,1,111.0,1,38,Basic Education 2nd Cycle (6th–8th Year),191,Construction Workers (non-electric),105.8,1,0,0,1,female,no,19,0,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,Graduate
single,17,3,Veterinary Nursing,daytime,1,128.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Other Situation,124.2,0,0,0,0,female,no,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout
single,1,1,Veterinary Nursing,daytime,1,123.0,1,30,Basic Education 3rd Cycle (9th–11th Year),4,Other Situation,122.3,0,0,0,1,female,no,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate
single,1,5,Tourism,daytime,1,131.0,1,19,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,123.7,0,0,0,1,female,yes,19,0,0,6,8,5,11.666666666666666,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate
single,17,2,Nursing,daytime,1,135.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Administrative Staff,129.8,1,0,0,1,female,no,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduate
single,1,4,Nursing,daytime,1,136.0,1,1,Secondary Education - 12th Year or Eq.,9,Unskilled Workers,123.8,1,0,0,1,female,yes,19,0,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate
single,1,2,Management,daytime,1,132.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Intermediate Level Technicians,126.4,1,0,0,1,female,yes,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate
single,1,1,Basic Education,daytime,1,120.0,1,19,Basic Education 1st Cycle (4th–5th Year),5,Skilled Industry and Construction Workers,115.1,0,0,0,1,female,yes,18,0,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled
single,1,1,Journalism and Communication,daytime,1,144.0,1,37,Basic Education 1st Cycle (4th–5th Year),8,Machine Operators and Assemblers,138.4,0,0,0,1,female,no,18,0,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,13.9,-0.3,0.79,Graduate
single,17,1,Veterinary Nursing,daytime,1,129.0,1,1,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,118.2,1,0,0,1,female,yes,18,0,0,5,7,4,13.25,0,0,5,8,5,15.571428571428571,0,10.8,1.4,1.74,Graduate
single,17,1,Communication Design,daytime,1,136.0,1,38,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,121.7,1,0,0,1,female,no,18,0,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,1,3,Communication Design,daytime,1,125.0,1,1,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,118.0,0,0,0,1,female,yes,18,0,0,6,6,6,14.333333333333334,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Enrolled
single,17,1,Social Service,daytime,1,125.0,1,1,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,119.8,0,0,0,1,female,no,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,1,1,Social Service,daytime,1,154.0,1,1,Higher Education - Degree,4,Intellectual and Scientific Specialists,164.9,0,0,0,1,female,no,18,0,0,6,6,6,14.0,0,0,6,6,6,13.166666666666666,0,10.8,1.4,1.74,Graduate
single,42,1,Veterinary Nursing,daytime,1,100.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Unskilled Workers,100.0,1,0,0,1,female,yes,20,0,1,2,2,2,12.0,0,1,6,11,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate
single,1,1,Basic Education,daytime,1,124.0,1,3,Secondary Education - 12th Year or Eq.,2,"Services, Security, Sellers",121.6,0,0,0,1,female,no,18,0,0,6,9,5,12.333333333333334,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Enrolled
single,17,4,Communication Design,daytime,1,126.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,"Services, Security, Sellers",120.4,1,0,0,1,female,no,18,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduate
single,18,6,Nursing,daytime,1,124.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,117.8,0,0,0,1,female,yes,20,0,0,8,8,7,12.791428571428572,1,0,8,8,7,12.791428571428572,1,10.8,1.4,1.74,Graduate
divorced,43,1,Advertising and Marketing Management,daytime,1,150.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Farmers and Agricultural Workers,110.0,0,0,0,1,female,no,40,0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,Graduate
single,1,6,Nursing,daytime,1,133.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,128.8,1,0,0,1,female,yes,18,0,0,7,11,6,11.994444444444444,0,0,8,11,7,12.43142857142857,0,15.5,2.8,-4.06,Graduate
single,1,5,Tourism,daytime,1,126.0,1,19,Basic Education 3rd Cycle (9th–11th Year),4,Skilled Industry and Construction Workers,116.6,1,0,0,1,female,no,19,0,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,Graduate
single,7,1,Management (evening attendance),evening,40,120.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Unskilled Workers,120.0,0,0,0,1,female,no,24,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,1,3,Journalism and Communication,daytime,1,175.0,1,3,Basic Education 2nd Cycle (6th–8th Year),2,Armed Forces Professions,157.5,1,0,0,1,female,no,19,0,0,6,8,6,13.166666666666666,0,0,6,7,6,13.166666666666666,0,10.8,1.4,1.74,Dropout
single,1,6,Nursing,daytime,1,141.0,1,2,Secondary Education - 12th Year or Eq.,4,Administrative Staff,136.3,1,0,0,1,female,no,19,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,Graduate
single,1,1,Nursing,daytime,1,133.0,1,1,Basic Education 3rd Cycle (9th–11th Year),9,Farmers and Agricultural Workers,121.5,1,0,0,1,female,yes,20,0,0,7,8,6,12.396666666666668,0,0,8,9,7,12.94285714285714,0,11.1,0.6,2.02,Graduate
single,1,1,Nursing,daytime,1,143.0,1,38,Basic Education 2nd Cycle (6th–8th Year),5,"Services, Security, Sellers",133.9,0,0,0,1,female,no,18,0,0,7,7,7,15.014285714285714,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,Graduate
single,1,1,Animation and Multimedia Design,daytime,1,141.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Machine Operators and Assemblers,136.8,1,0,0,1,female,yes,18,0,0,0,0,0,13.100296840948086,0,0,0,0,0,13.143524991110894,0,13.9,-0.3,0.79,Graduate
single,17,2,Nursing,daytime,1,134.0,1,19,Basic Education 1st Cycle (4th–5th Year),4,Skilled Industry and Construction Workers,133.5,1,0,0,1,female,no,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,Graduate
single,17,3,Nursing,daytime,1,138.0,1,3,Higher Education - Degree,4,"Services, Security, Sellers",130.0,1,0,0,1,female,no,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout
single,44,1,Veterinary Nursing,daytime,39,140.0,1,3,Higher Education - Degree,2,Intellectual and Scientific Specialists,140.0,1,0,0,1,female,no,19,0,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,Graduate
single,1,2,Nursing,daytime,1,142.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,132.7,1,0,0,1,female,yes,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduate
single,1,1,Nursing,daytime,1,118.0,1,19,Basic Education 3rd Cycle (9th–11th Year),5,Skilled Industry and Construction Workers,117.8,0,0,0,1,female,yes,19,0,0,7,7,7,13.7,0,0,8,9,7,14.671428571428574,0,12.4,0.5,1.79,Graduate
single,1,2,Nursing,daytime,1,131.0,1,1,Basic Education 1st Cycle (4th–5th Year),4,Administrative Staff,126.1,1,0,0,1,female,yes,19,0,0,7,7,7,12.495714285714286,0,0,8,9,7,12.242857142857144,0,11.1,0.6,2.02,Dropout
single,1,1,Nursing,daytime,1,130.0,1,1,Basic Education 2nd Cycle (6th–8th Year),1,Skilled Industry and Construction Workers,120.0,0,0,0,1,female,no,19,0,0,7,7,6,14.566666666666668,0,0,7,7,6,14.566666666666668,0,7.6,2.6,0.32,Graduate
single,39,1,Advertising and Marketing Management,daytime,12,133.1,1,1,Basic Education 3rd Cycle (9th–11th Year),1,"Services, Security, Sellers",100.0,1,0,1,0,female,no,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
single,1,1,Nursing,daytime,1,130.0,1,19,Basic Education 3rd Cycle (9th–11th Year),4,Armed Forces Professions,116.8,0,0,0,1,female,no,20,0,0,8,8,7,12.685714285714283,0,0,8,8,7,12.685714285714283,0,12.7,3.7,-1.7,Graduate
single,53,1,Social Service,daytime,42,130.0,1,1,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",128.3,0,0,1,0,female,no,23,0,5,9,12,7,13.571428571428571,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout
single,1,1,Communication Design,daytime,1,133.1,1,19,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,117.0,0,0,0,1,female,no,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,39,1,Social Service (evening attendance),evening,1,130.0,1,37,7th Year (Old),9,Armed Forces Professions,131.5,0,0,0,1,female,no,27,0,0,6,8,5,11.0,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate
single,1,1,Nursing,daytime,1,149.0,1,19,Secondary Education - 12th Year or Eq.,4,Administrative Staff,134.8,0,0,0,1,female,no,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,Graduate
single,1,1,Basic Education,daytime,1,163.0,1,19,Secondary Education - 12th Year or Eq.,5,Armed Forces Professions,146.6,1,0,1,1,female,no,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled
single,7,1,Social Service (evening attendance),evening,40,130.0,1,19,Secondary Education - 12th Year or Eq.,5,Armed Forces Professions,130.0,1,0,1,0,female,no,23,0,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
single,1,6,Nursing,daytime,1,145.0,1,38,Basic Education 1st Cycle (4th–5th Year),5,Farmers and Agricultural Workers,127.5,1,0,0,1,female,yes,19,0,0,7,7,6,13.416666666666666,0,0,7,7,6,13.416666666666666,0,7.6,2.6,0.32,Graduate
single,1,1,Management,daytime,1,130.0,1,37,Basic Education 2nd Cycle (6th–8th Year),3,Intermediate Level Technicians,123.0,0,0,0,1,female,no,18,0,0,5,8,5,12.333333333333334,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,Graduate
single,43,1,Nursing,daytime,1,128.0,1,1,Basic Education 3rd Cycle (9th–11th Year),9,Machine Operators and Assemblers,100.0,1,0,0,1,female,no,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,Graduate
single,1,2,Advertising and Marketing Management,daytime,1,111.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,114.2,1,0,0,1,female,no,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,Graduate
single,1,1,Nursing,daytime,1,140.0,1,1,Secondary Education - 12th Year or Eq.,4,Administrative Staff,123.5,1,0,0,1,female,yes,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,Graduate
single,44,1,Social Service,daytime,39,140.0,1,19,Basic Education 3rd Cycle (9th–11th Year),8,Machine Operators and Assemblers,144.3,1,0,0,1,female,yes,19,0,3,6,7,6,13.142857142857142,0,2,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
single,1,1,Basic Education,daytime,1,145.0,1,38,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",142.2,0,0,0,1,female,no,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,Enrolled
single,1,1,Veterinary Nursing,daytime,1,151.0,1,3,Higher Education - Degree,1,Other Situation,161.9,0,0,0,1,female,no,18,0,0,5,6,4,13.75,0,0,5,8,5,14.857142857142858,0,7.6,2.6,0.32,Graduate
single,1,1,Social Service,daytime,1,132.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,"Services, Security, Sellers",135.9,0,0,0,1,female,no,18,0,0,6,11,5,12.4,0,0,6,7,6,13.0,0,9.4,-0.8,-3.12,Graduate
single,1,2,Journalism and Communication,daytime,1,116.0,1,19,Basic Education 3rd Cycle (9th–11th Year),4,Skilled Industry and Construction Workers,110.1,1,0,0,1,female,no,18,0,0,6,6,6,13.333333333333334,0,0,6,6,6,12.0,0,11.1,0.6,2.02,Graduate
single,2,1,Basic Education,daytime,1,120.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,122.5,0,0,0,0,female,no,28,0,11,11,11,11,11.727272727272728,0,8,8,8,8,12.0,0,15.5,2.8,-4.06,Dropout
single,17,1,Tourism,daytime,1,158.0,1,37,Basic Education 1st Cycle (4th–5th Year),5,Unskilled Workers,138.1,1,0,0,1,female,no,19,0,0,6,8,4,12.5,0,0,6,11,1,14.0,0,7.6,2.6,0.32,Dropout
single,43,1,Animation and Multimedia Design,daytime,1,116.0,1,3,Secondary Education - 12th Year or Eq.,2,Intermediate Level Technicians,117.3,1,0,1,1,female,no,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1,2,Nursing,daytime,1,112.0,1,1,Basic Education 1st Cycle (4th–5th Year),4,Unskilled Workers,106.8,1,0,0,1,female,yes,19,0,0,7,8,6,13.533333333333331,0,0,8,9,7,13.614285714285714,0,12.4,0.5,1.79,Graduate
